RP11-277L2.2	FAM91A2
RP11-277L2.2	PDE4DIP
RP11-284G10.1	DEC1
RP11-285G1.8	RASSF4
RP11-286E11.1	HADH
RP11-291L22.3	DDX11L9
RP11-291L22.3	FBXO25
RP11-291L22.3	LINC00265
RP11-291L22.3	RP11-206L10.8
RP11-291L22.3	RP11-261C10.3
RP11-291L22.4	FAM157C
RP11-295K2.3	PDC
RP11-296I10.6	FRG1
RP11-296I10.6	FRG1B
RP11-296O14.3	PRDX6
RP11-297K8.2	ACA64
RP11-297K8.2	DEDD
RP11-299D14.2	RP11-219J21.1
RP11-301M17.3	RP11-301M17.1
RP11-307B6.3	LMOD1
RP11-310E22.5	C10orf129
RP11-313P13.3	DTX2P1-UPK3BP1-PMS2P11
RP11-313P13.3	PMS2
RP11-313P13.3	PMS2P3
RP11-318K12.3	AC116050.1
RP11-320L11.2	EED
RP11-320P7.2	CNOT2
RP11-321L2.1	ELAVL2
RP11-322E11.6	INO80C
RP11-323N10.1	CTNNA3
RP11-324H6.6	AGAP10
RP11-324H6.6	AGAP6
RP11-324H6.6	AGAP9
RP11-324H6.6	CTGLF8P
RP11-324I10.2	AC004967.7
RP11-324I10.4	AC004967.7
RP11-326A13.1	RP11-266O8.1
RP11-326C3.11	RP11-326C3.10
RP11-326C3.12	RP11-326C3.11
RP11-326C3.2	NLRP6
RP11-328J14.1	PMFBP1
RP11-330M2.7	HIATL1
RP11-330M2.7	HIATL2
RP11-330M2.7	RP11-307E17.8
RP11-333E1.1	RABEP1
RP11-337C18.8	CHD1L
RP11-337C18.8	FMO5
RP11-33N16.3	MIR3687
RP11-33N16.3	PDE3A
RP11-342C23.4	FBP2
RP11-346D6.4	PRKRIRP3
RP11-346J10.1	GUSBP4
RP11-347C12.10	CD2BP2
RP11-348F1.3	NUDT10
RP11-348I14.4	FRG1
RP11-348I14.4	FRG1B
RP11-351A20.1	RP11-256I9.1
RP11-351I21.2	AC130352.1
RP11-351M16.2	MPP7
RP11-353N4.4	AL592284.2
RP11-360F5.3	KLHL5
RP11-363E6.3	FABP5
RP11-363J17.1	CYP20A1
RP11-366K18.3	ADHFE1
RP11-368D24__A.1	MSN
RP11-368I23.2	EGFEM1P
RP11-370B6.1	LL0XNC01-116E7.2
RP11-377D9.2	KIAA1467
RP11-377N20.1	LINC00340
RP11-379B18.4	AC092902.1
RP11-380B22.1	CACNA1E
RP11-380G5.4	LIPJ
RP11-380G5.4	RNLS
RP11-381O7.1	LINC00504
RP11-382A18.1	PVT1
RP11-382A18.1	RP11-255B23.3
RP11-382A18.2	PVT1
RP11-384K6.6	AC092299.6
RP11-384K6.6	FAM157C
RP11-384K6.6	RP11-206L10.5
RP11-384K6.6	RP11-261C10.3
RP11-384K6.6	RP11-291L22.3
RP11-389O22.1	RP11-31F15.1
RP11-391M20.1	FRG1
RP11-391M20.1	FRG1B
RP11-397P14.3	AKR1C1
RP11-397P14.3	AKR1E2
RP11-398F12.1	C22orf26
RP11-39K24.10	JAK2
RP11-3N2.13	RP11-3N2.1
RP11-400N13.3	AC007099.1
RP11-400N13.3	AC092765.1
RP11-400N13.3	LINC00652
RP11-400N13.3	RP11-400N13.2
RP11-401P9.4	NKD1
RP11-403I13.4	LINC00623
RP11-403I13.8	AL592284.2
RP11-403I13.8	LINC00623
RP11-403I13.8	RP11-277L2.2
RP11-408A13.2	NFIB
RP11-413E6.1	KIAA0664P5
RP11-413E6.1	MIR1324
RP11-420A23.1	PGRMC2
RP11-421F16.3	FGFR1OP2
RP11-425D10.1	C6orf183
RP11-425D10.1	CCDC162P
RP11-425M17.3	LIPJ
RP11-426A6.7	PPP1R26
RP11-427M20.1	AC096763.1
RP11-429B14.2	RHCG
RP11-429J17.6	FAM83H
RP11-431M7.3	ARAP2
RP11-433J22.3	GJA5
RP11-435O5.2	MT1P1
RP11-436K8.1	NFIA
RP11-439E19.3	RP11-439E19.10
RP11-439K3.1	RASEF
RP11-43F13.1	PDCD6
RP11-442P12.2	BST1
RP11-443D10.3	ACACB
RP11-445O16.2	ASTN2
RP11-445P17.4	AKR1CL1
RP11-44F14.2	RBL2
RP11-44F21.5	RP11-44F21.4
RP11-451B8.1	HTR1F
RP11-451M19.3	ADD3
RP11-457D20.1	RP11-354I13.2
RP11-457M11.5	GUSBP2
RP11-457M11.5	GUSBP9
RP11-457M11.5	RP11-1023L17.1
RP11-458F8.2	RP11-458F8.1
RP11-460N11.3	LL22NC03-80A10.6
RP11-460N20.4	CCT6P1
RP11-460N20.4	CCT6P3
RP11-463O12.3	HIP1R
RP11-464F9.1	AGAP11
RP11-467H10.2	RASA4DP
RP11-467L13.4	DPY30
RP11-467L24.1	RP11-439I14.2
RP11-473L15.3	RP11-473L15.2
RP11-473P24.2	NDUFB5
RP11-475I24.4	RP11-262H14.3
RP11-479J7.2	FAM78B
RP11-479O9.2	CCT6P1
RP11-479O9.2	RP11-460N20.5
RP11-47G11.3	CHST15
RP11-47P18.2	RP11-47P18.1
RP11-480N24.4	CRIP3
RP11-481A12.5	PARG
RP11-481A20.11	AC079781.8
RP11-488C13.5	ANGEL1
RP11-488L18.8	RP11-488L18.4
RP11-48O20.4	KCNJ10
RP11-48O20.4	RP11-226L15.1
RP11-48O20.4	RP11-226L15.4
RP11-493L12.3	PCED1B
RP11-495P10.2	PDE4DIP
RP11-495P10.2	RP11-353N4.3
RP11-495P10.2	RP11-403I13.8
RP11-496I2.3	AP000525.8
RP11-497H16.5	GUSBP4
RP11-497H16.7	CDH12
RP11-497H16.7	F2R
RP11-497H16.7	GUSBP2
RP11-497H16.7	RP11-1023L17.1
RP11-497H16.7	RP11-1415C14.4
RP11-499F3.2	RP11-276M12.1
RP11-503D12.1	RP11-473L15.3
RP11-504A18.1	PPAP2B
RP11-504P24.3	FAM157C
RP11-505E24.2	CHSY1
RP11-508M1.3	AGAP11
RP11-508M1.3	PTPN20A
RP11-513M16.2	RP11-146N23.1
RP11-51M18.1	C12orf4
RP11-522B15.4	NR2F2
RP11-524C21.1	LINC00340
RP11-527N22.2	RP11-150O12.1
RP11-529H20.6	RP11-529H20.5
RP11-534G20.3	RAB18
RP11-535A19.2	DGAT2
RP11-535M15.2	RP11-535M15.1
RP11-536K7.3	FBXO18
RP11-539I5.1	HSPA12A
RP11-53M11.3	RP1
RP11-540B6.3	FAN1
RP11-540B6.3	HERC2
RP11-540B6.3	HERC2P10
RP11-541N10.3	OBFC1
RP11-543C4.1	HHIPL1
RP11-547D23.1	AL163953.3
RP11-547I7.2	FAM5C
RP11-54H7.2	MYO16
RP11-551L14.4	DDX11-AS1
RP11-552M11.4	OVGP1
RP11-552M14.1	RP11-412P11.1
RP11-553E24.3	AGBL1
RP11-554A11.9	RP11-554A11.8
RP11-554D14.4	RP11-554D14.2
RP11-554F20.1	NR4A3
RP11-556O5.4	PRAGMIN
RP11-557H15.4	RP11-557H15.3
RP11-563D10.1	RP11-476H20.1
RP11-56A10.1	RP1
RP11-56M3.1	PCGF5
RP11-570H19.2	ADAMTSL1
RP11-576D8.4	LEMD1
RP11-578F21.5	AC026150.9
RP11-578F21.5	RP11-1000B6.4
RP11-578F21.5	RP11-382B18.2
RP11-580I16.2	RP11-580I16.2
RP11-582E3.2	MED21
RP11-582E3.2	PPFIBP1
RP11-589F5.4	NAIP
RP11-589F5.4	RP11-1319K7.1
RP11-589F5.4	RP11-497H16.7
RP11-58C22.1	CTD-2336H13.2
RP11-592B15.3	PARG
RP11-60A24.3	RNA5-8SP4
RP11-618K16.4	EPG5
RP11-61G19.1	CLNK
RP1-161N10.1	ODZ1
RP11-620J15.2	CTDSP2
RP11-622A1.2	AFM
RP11-624L4.1	DNAH3
RP11-626H12.1	ANO1
RP11-632K20.1	RP11-578F21.5
RP11-632K20.7	AC026150.6
RP11-632K20.7	RP11-632K20.2
RP11-642N14.1	HNRNPA3
RP11-645C24.1	EIF3CL
RP11-645C24.1	RP11-419C5.2
RP11-64P12.8	HNRNPA1L2
RP11-656G20.1	RP11-142A23.1
RP11-656G20.1	RP11-383H13.1
RP11-657O9.1	EPHB1
RP11-65E22.2	G2E3
RP11-65F13.2	HLA-L
RP11-65F13.2	RGS22
RP11-65J3.1	DMC1
RP11-65J3.1	ORAI2
RP11-65J3.1	PACS2
RP11-65J3.1	PTCD1
RP11-661A12.5	7SK
RP11-661A12.5	GSDMD
RP11-665E10.3	RAB38
RP11-667F9.1	RP11-328P23.3
RP11-66D17.5	CRABP2
RP11-671M22.1	RP11-114H24.2
RP11-671M22.5	RP11-182J1.16
RP11-673E1.3	GYPE
RP11-679B19.2	MAF
RP11-680G10.1	CTC-786C10.1
RP11-680G10.1	KIAA0182
RP11-689K5.3	RASGEF1B
RP11-690D19.3	DYNC2H1
RP11-690G19.3	FBXL20
RP11-693J15.4	CLLU1OS
RP11-697E2.7	NGRN
RP11-697E2.7	RP11-697E2.6
RP11-69C13.1	MGST1
RP11-6I2.3	LY96
RP11-6I2.4	LY96
RP11-705C15.2	CTD-2066L21.3
RP11-707A18.1	RP11-633G11.1
RP11-707P17.1	GLDN
RP11-70P17.1	LDLRAP1
RP11-718G2.5	COX16
RP11-719N22.1	FHIT
RP11-726G1.1	KLRB1
RP11-726G1.1	RP11-599J14.2
RP11-726G1.1	RP11-627K11.1
RP11-730A19.6	OPTN
RP11-735G4.1	RP11-138M12.1
RP11-739G5.1	RP11-266O8.1
RP11-755F10.1	KLC2
RP11-757O6.1	ANKRD20A11P
RP11-758M4.1	PLCB1
RP11-758M4.4	KIAA1324L
RP11-758M4.4	RP11-758M4.1
RP11-75L1.6	KLRF1
RP11-764K9.2	CBWD1
RP11-764K9.2	CBWD6
RP11-764K9.2	RP11-561O23.8
RP11-764K9.4	FRG1
RP11-773D16.1	CANX
RP11-773D16.1	RP11-119F19.2
RP11-773D16.1	RP11-322M19.1
RP11-773D16.1	RP11-399L7.2
RP11-773D16.1	RP11-506M13.3
RP1-177G6.2	CDR1
RP11-77I22.3	CAPRIN2
RP11-77K12.4	CHST6
RP11-783K16.13	PLCB3
RP11-788M5.3	PGR
RP11-7F17.7	RP11-7F17.1
RP11-7G12.2	FAM78B
RP11-800A3.4	P2RY2
RP11-803B1.5	FAM86DP
RP11-811I15.1	CTD-2231H16.1
RP11-815M8.1	RP11-191N8.2
RP11-815M8.1	RP11-400N13.3
RP11-820L6.1	RP11-166D19.1
RP11-823P9.1	GUSBP3
RP11-823P9.1	RP11-1023L17.1
RP11-823P9.1	RP11-457M11.5
RP11-82I10.1	RP11-156P1.1
RP11-82K18.2	CCBL2
RP11-834C11.5	HOXC5
RP11-834C11.8	RP11-834C11.5
RP11-848G14.2	AF121898.3
RP11-848G14.2	F2R
RP11-848G14.2	GUSBP2
RP11-848G14.2	RP11-1023L17.1
RP11-848P1.7	RNF135
RP11-848P1.9	NF1
RP11-854K16.1	AQP7P1
RP11-864J10.2	PWP1
RP11-86H7.7	RP11-86H7.1
RP11-876N24.2	CIITA
RP11-879F14.1	RNF152
RP11-87H9.2	FRG1
RP11-894P9.2	APOPT1
RP11-90D4.2	ASNS
RP11-91K9.1	RP11-2L8.1
RP11-93L9.1	RP11-381N20.1
RP11-958F21.1	RP11-449D8.5
RP11-95H11.1	AC008269.2
RP11-95H11.1	FASTKD2
RP11-95M5.1	FGD5
RP11-966I7.3	C14orf23
RP11-96K19.2	CD53
RP11-96K19.4	LRIF1
RP11-973H7.5	RP11-973H7.1
RP11-974F13.6	GUSBP2
RP11-974F13.6	NAIP
RP11-974F13.6	RP11-1280N14.3-001
RP11-974F13.6	RP11-1319K7.1
RP11-974F13.6	RP11-1415C14.4
RP11-974F13.6	RP11-497H16.7
RP11-974F13.6	RP11-848G14.2
RP11-981G7.1	MSRA
RP11-98G7.1	C1orf61
RP11-98J23.2	GUSBP4
RP11-98J23.2	NAIP
RP11-98J23.2	RP11-497H16.7
RP11-99J16__A.2	C1orf198
RP11-9G1.3	RP11-404I7.1
RP11-9M16.2	AKNA
RP1-223B1.1	PXDC1
RP1-234P15.4	FILIP1
RP1-240B8.3	KHDRBS2
RP1-27K12.4	AL591034.1
RP1-27K12.4	GCLC
RP13-16H11.2	RP13-16H11.1
RP13-188A5.1	KLF8
RP13-262C2.1	CSPG4P5
RP13-262C2.2	RP11-182J1.16
RP13-297E16.5	RP13-297E16.4
RP13-44L19.2	MANEA
RP13-476E20.1	RP11-79N23.1
RP1-34H18.1	NAV3
RP13-539F13.3	ANAPC10
RP13-578N3.3	GUSBP5
RP13-578N3.3	RP11-673E1.1
RP13-578N3.3	RP11-673E1.4
RP13-608F4.1	RP11-114H24.2
RP13-608F4.4	RP11-182J1.16
RP13-608F4.8	GOLGA6A
RP13-608F4.8	RP11-114H24.2
RP13-619I2.2	RHOA
RP13-926M18.1	HDHD1
RP13-996F3.5	RP11-114H24.2
RP1-56K13.5	LRRC37A11P
RP1-67M12.2	LINC00340
RP1-69E11.3	GS1-122H1.2
RP1-78O14.1	PAWR
RP1-90G24.6	RP1-90G24.10
RP1-90L6.2	CTA-211A9.5
RP1-90L6.2	RP1-40G4P.1
RP1-95L4.4	AIG1
RP3-323P24.3	FAAH2
RP3-395M20.9	RP3-395M20.7
RP3-410B11.1	RP1-272E8.1
RP3-410C9.1	MIR3648
RP3-451B15.3	EDN1
RP3-460G2.2	RP11-471B18.1
RP3-470B24.5	KIF25-AS1
RP3-470L22.1	RP1-80N2.2
RP3-475N16.1	CNPY3
RP3-475N16.1	GNMT
RP3-477O4.5	CEP250
RP4-535B20.1	JAK1
RP4-565E6.1	HYDIN
RP4-565E6.1	RP11-301M17.1
RP4-610C12.1	RP11-834C11.8
RP4-669H2.1	C6orf165
RP4-710M3.1	MPPED2
RP4-717I23.3	MEFV
RP4-717I23.3	PDE6B
RP4-739H11.3	NFYC
RP4-740C4.4	PLCH2
RP4-758J18.2	MRPL20
RP4-760C5.3	CTD-2514C3.1
RP4-760C5.3	FAM182B
RP4-792G4.2	CACNA1E
RP5-1007M22.2	LRRC8C
RP5-1055C14.6	MORF4L2
RP5-1091N2.9	C5orf45
RP5-1109J22.1	LINC00505
RP5-1119D9.4	PLCB4
RP5-1121H13.4	PTPRT
RP5-1157M23.2	PPM1M
RP5-1158E12.3	MIR222
RP5-1180C18.1	RP11-422J8.1
RP5-826L7.1	RP1-230L10.1
RP5-834N19.1	HAO2
RP5-857K21.4	PRRG3
RP5-864K19.4	RP11-781D11.1
RP5-878I13.1	PLS3
RP5-894A10.2	KIAA1147
RP5-894A10.5	KIAA1147
RP5-924G13.2	GAS5
RP5-968J1.1	RP4-673D20.3
RP5-981L23.1	ELMO2
RP5-994D16.3	PPIH
RP5-997D24.5	MRPL37
RP6-114E22.1	RGS6
RPL17P46	MRO
RPL23AP53	AC138035.1
RPL24	RP11-454H13.5
RPL27A	RP11-152H18.4
RPL32	AC004528.3
RPL32P3	RP11-529F4.1
RPL34P27	AC116050.1
RPL35P2	C6orf1
RPL39P40	CXADR
RPL5	FAM69A
RPL6P8	KRT8P12
RPL7AP57	FAT3
RPP30	PTPRZ1
RPPH1	CCNB1IP1
RPS15A	BLOC1S6
RPS27P16	AC007036.6
RPS2P1	PIGL
RPS3	RNU6-2
RPS6KC1	RP11-554K11.1
RPSA	AC004528.3
RPSA	AC004528.5
RPSAP14	JPX
RPSAP53	PCDH9
RPSAP58	AC099332.1
RRM1	RP11-23F23.2
RRM2	C2orf48
RRN3P2	ANK2
RRN3P2	LA16c-444G7.1
RRP36	CUL7
RRP8	DNHD1
RSL24D1P11	ATP8B1
RSPH3	PDZD9
RTL1	MEG8
RWDD3	RP11-57H12.5
S100A16	FAM129C
SALL4	RP5-1112F19.2
SAMD4B	GMFG
SAMD5	RP11-307P5.1
SASH1	SAMD5
SAV1	GYPE
SBNO1	RP13-942N8.1
SCARA3	RP11-16P20.2
SCARB2	FAM47E
SCD5	REXO1L1
SCG5	ARHGAP11A
SCN3A	SCN2A
SDF4	FAM132A
SDHA	CTD-2245E15.3
SDHAP3	CTD-2012J19.2
SDHAP3	PDCD6
SDHAP3	RP11-43F13.1
SDHAP3	SDHAP1
SDHAP3	SDHAP2
SDHA	PDCD6
SDHA	RP11-43F13.1
SEC14L1	RP11-313F23.4
SEC16A	C9orf163
SEC22B	LINC00623
SEC22B	PARP8
SEC22B	PDE4DIP
SEC22B	RP11-495P10.2
SEC22B	RP3-328E19.4
SEC61A2	DHTKD1
SEL1L3	MTND4P9
SEL1L3	RP11-302F12.5
SEMA4B	CTD-2315E11.1
SEMA4D	RP11-156P1.3
SEMA6A	COMMD10
SEMA6A	CTB-118N6.2
SEMA6C	LYSMD1
SEPHS1P6	AC073043.2
SEPT11	CCNI
SERF1A	RP11-974F13.6
SERF1B	RP11-974F13.6
SERINC5	CTD-2201I18.1
SERPINB7	SERPINB2
SETD5	CNN3
SETD8	RILPL2
SET	HMGA1P4
SF3A3	FHL3
SFTA1P	CELF2
SGCD	RNA5SP199
SGCG	RNY3P4
SGIP1	PDE4B
SGMS2	HADH
SGSM3	ADSL
SH2D4A	CSGALNACT1
SH3BGRL2	LCA5
SH3BP1	ATAD3B
SH3BP2	ADD1
SH3D19	RPS3A
SH3D19	RPS3AP26
SH3GL3	ADAMTSL3
SHC4	AKR1B1
SHC4	CEP152
SHISA7	ISOC2
SIGLEC30P	METTL11B
SIRPA	MTMR3
SIRPG	RP4-673D20.1
SIX3	AC012354.6
SIX4	MNAT1
SKAP2	C7orf71
SKIDA1	MLLT10
SLC16A14	FBXO36
SLC16A3	RP13-516M14.2
SLC16A8	BAIAP2L2
SLC18A2	PDZD8
SLC1A2	CD44
SLC1A5	FKRP
SLC22A20	DNAJC25-GNG10
SLC22A20	GTF2IRD2
SLC22A20	GTF2IRD2B
SLC22A20	PPARD
SLC25A16	DNA2
SLC25A16	RP11-9E13.2
SLC25A41	SLC25A23
SLC25A53	FAM199X
SLC25A6	IL3RA
SLC27A1	PGLS
SLC27A5	Metazoa_SRP
SLC29A1	HSP90AB1
SLC29A1	HSP90AB3P
SLC2A9	RP11-448G15.3
SLC31A1	CDC26
SLC35A3	HIAT1
SLC35B1	FAM117A
SLC35E2B	CDK11A
SLC35E2B	CDK11B
SLC35E2	CDK11A
SLC35E2	CDK11B
SLC36A4	CCDC67
SLC37A1	AP001626.1
SLC38A11	AC019181.2
SLC38A4	RP11-96H19.1
SLC38A9	METTL2B
SLC39A1	CRTC2
SLC3A1	GPNMB
SLC41A1	PM20D1
SLC41A1	SLC26A9
SLC46A3	RNU6-53
SLC4A11	ITPA
SLC4A7	NEK10
SLC51B	RASL12
SLC6A16	AC011450.1
SLC6A9	RP5-1198O20.4
SLC9A7	CHST7
SLC9B1	RP11-10L12.4
SLC9C2	PRDX6
SLC9C2	RP11-713C19.2
SLCO1B1	SLCO1A2
SLPI	MATN4
SLU7	NAIP
SMARCA2	RP11-443B9.1
SMEK2	CCDC88A
SMG1	ARL6IP1
SMG1	RP11-1035H13.3
SMG1	RP11-368N21.2
SMG1	SLC7A5P1
SMG5	PAQR6
SMN1	RP11-1280N14.3-001
SMN1	SERF1A
SMN1	SERF1B
SMN2	RP11-1280N14.3-001
SMN2	RP11-1319K7.1
SMN2	SERF1A
SMN2	SERF1B
SNAPC3	PSIP1
SNHG12	AC004528.3
SNHG12	AC004528.5
SNHG7	AC074183.4
SNORA14A	AC004528.3
SNORA2	SAMD13
SNORA64	PLS3
SNORA74	RAB1A
SNORA81	AC004528.3
SNORA8	RNU6-15
SNORD10	RNU6-15
SNORD116-19	RNU6-2
SNORD3A	RNU6-2
snoU13	ACTR3
snoU13	DDX60
snoU13	DDX60L
snoU13	DPP7
snoU13	OIP5-AS1
snoU13	RP11-362F19.1
snoU13	RP11-567G11.1
snoU13	SMN2
SNRPEP8	RP11-319F12.2
SNX11	CBX1
SNX19	RP11-890B15.2
SNX24	SNX2
SNX29P2	RRN3P2
SOD2	RP3-393E18.2
SOS2	METTL21D
SOWAHD	RPL39
SOX5	RP11-444D3.1
SPATA6	SLC5A9
SPECC1	CCDC144A
SPECC1	CCDC144C
SPG21	ANKDD1A
SPIN2B	SPIN2A
SPIN4	RP11-357C3.3
SPINK1	C5orf46
SPINK1	PIEZO2
SPON2	RP11-20I20.2
SPRTN	EGLN1
SRGAP2B	SRGAP2
SRGAP2	RP11-312O7.2
SRGAP2	RP11-439A17.7
SRP72P2	RP11-732M18.3
SRP72	PAICS
SRPR	FAM118B
SRSF12	PNRC1
SRSF7	GALM
SSB	KLHL23
SSBP2	SCFD1
ST3GAL4	DCPS
ST6GAL1	RPL39L
ST6GALNAC5	RP4-706A16.2
ST8SIA1	KIAA0528
ST8SIA5	PIAS2
STAG3	CTC-454M9.1
STAG3L1	AC017116.8
STAG3L3	STAG3
STAG3L4	CTC-454M9.1
STAG3L4	RP11-166O4.5
STAT1	GLS
STAT5B	STAT5A
STEAP2	C7orf63
STEAP4	AIG1
STK24	FARP1
STK3	CCDC90B
STK3	KB-1458E12.1
STOM	GSN
STON2	RP11-810P12.6
STS	HDHD1
STX12	PPP1R8
STX6	RP11-46A10.4
STXBP2	PCP2
STXBP4	CTC-462L7.1
STXBP5-AS1	RP11-387D10.2
SUB1	SMURF2
SUFU	SNORA53
SULF1	RP11-744J10.3
SULF2	NCOA3
SUPT7L	GPN1
SURF6	MED22
SUV39H2	HSPA14
SUZ12P	SUZ12
SV2A	ANKRD40
SVIL	RAB18
SYCE2	FARSA
SYCP1	MOB1B
SYCP2L	ELOVL2
SYNE3	RP11-1070N10.3
SYNM	RP11-6O2.3
SYNPO2L	MYOZ1
SYT16	CTD-2277K2.1
SYT1	SCAMP1
SYTL2	AP000974.1
SYTL2	RP11-277P12.20
SYTL3	DYNLT1
TAAR3	TAAR2
TAF1D	SNORA40
TAGLN	PCSK7
TAGLN	SIDT2
TANC2	RP11-180P8.1
TARDBP	EMP2
TARDBP	MASP2
TARSL2	FAM73A
TAX1BP3	CTNS
TAZ	BX936347.1
TBC1D8B	AKT3
TBC1D8B	CTD-2054N24.2
TBC1D8B	FAM48A
TBCE	B3GALNT2
TBCK	OPHN1
TBL1X	GPR143
TBPL2	RAB7A
TBX18	RP11-132M7.1
TBX19	SFT2D2
TCEA1	LYPLA1
TCEB3	RPL11
TCP10L	C21orf77
TDPX2	RP11-382H24.2
TDRD3	MCFD2
TDRD6	RP11-446F17.3
TEAD2	DKKL1
TEAD2	SLC6A16
TECR	DNAJB1
TECTA	TBCEL
TEFM	ATAD5
TET2	PPA2
TET3	RP11-711M9.1
TEX10	INVS
TGFB1	CCDC97
TGFB1	HNRNPUL1
TGFBRAP1	GPR45
TH1L	CTSZ
THADA	CFI
THAP2	RP11-293I14.2
THBS1	FSIP1
THNSL1	PRTFDC1
THOC5	NEFH
THRAP3	Metazoa_SRP
TIAM2	SCAF8
TIMM10	SMTNL1
TIMM23B	AGAP10
TIMM23B	AGAP6
TK1	AFMID
TLK2	FAM157C
TLK2	RP11-261C10.3
TLK2	RP11-274B21.1
TLK2	RP11-291L22.3
TLR2	RNF175
TLR2	RP11-153M7.3
TMC5	CCP110
TMCC3	KRT19P2
TMED3	KIAA1024
TMED4	DDX56
TMED7	TICAM2
TMED7-TICAM2	TICAM2
TMEM106A-AS1	TMEM106A
TMEM106B	THSD7A
TMEM120A	STYXL1
TMEM120B	Metazoa_SRP
TMEM126B	TMEM126A
TMEM128	AC233263.2
TMEM144	FAM198B
TMEM144	RP11-597D13.7
TMEM144	RP11-597D13.9
TMEM165	CLOCK
TMEM167A	BLOC1S6
TMEM184B	MAFF
TMEM194B	MFSD6
TMEM219	TAOK2
TMEM230	RNA5SP474
TMEM63A	EPHX1
TMEM64	AB015752.3
TMEM8A	NME4
TMEM9B-AS1	AC012313.1
TMEM9B-AS1	C5orf45
TMEM9B-AS1	FAM122C
TMEM9B-AS1	RP5-931E15.2
TMIE	ALS2CL
TMLHE	SPRY3
TMPRSS13	IL10RA
TMSB15B	LL0XNC01-240C2.1
TMSB4Y	AC006370.2
TMSB4Y	KALP
TMX2	CTNND1
TNFAIP1	POLDIP2
TNFAIP8	HSD17B4
TNFAIP8L1	C19orf10
TNFAIP8L2	SCNM1
TNFRSF10B	RP11-875O11.1
TNFRSF1A	SCNN1A
TNFSF4	PRDX6
TNFSF4	RP11-296O14.3
TNIK	RP11-185E8.1
TNNT3	LSP1
TNRC6A	CTD-2540M10.1
TOM1L2	RAI1
TOMM70A	NIT2
TOPORS	DDX58
TOR1AIP2	PNPO
TOR1AIP2	RP11-12M5.4
TOX4	METTL3
TP53RK	SLC13A3
TPCN2	RP11-554A11.8
TPCN2	RP11-554A11.9
TPD52L2	DNAJC5
TPM4	AC098614.2
TPRKB	DUSP11
TPRX1	AL158821.1
TPRX1	GPNMB
TPST1	GS1-124K5.2
TPTE2	MRPS31P2
TPTE2P1	RP11-64P12.8
TPTE2P3	HNRNPA1L2
TPTE2P5	SLC25A15
TPTEP1	CALB1
TPTEP1	RP11-240B13.2
TPTEP1	RP11-280F2.2
TRAC	AE000661.37
TRAF1	PHF19
TRAF4	FAM222B
TRAF5	LINC00467
TRAJ10	TRAC
TRAJ12	TRAC
TRAJ22	TRAC
TRAJ23	TRAC
TRAJ27	TRAC
TRAJ32	TRAC
TRAJ39	TRAC
TRAJ40	TRAC
TRAJ42	TRAC
TRAJ45	TRAC
TRAJ48	TRAC
TRAJ49	TRAC
TRAJ4	TRAC
TRAJ52	TRAC
TRAJ5	TRAC
TRAJ9	TRAC
TRAK2	ALS2CR12
TRAM2	RP1-180E22.3
TRAPPC3	MAP7D1
TRAPPC6B	SEC23A
TRAV13-1	TRAC
TRAV19	TRAV18
TRAV8-4	TRAC
TRBJ2-1	TRBC2
TRBJ2-2	TRBC2
TRBJ2-3	TRBC2
TRBJ2-4	TRBC2
TRBJ2-7	TRBC2
TRBV26OR9-2	PTENP1
TRGJ2	TRGC1
TRGJP1	TRGC1
TRGJP1	TRGC2
TRGJP2	TRGC1
TRGJP2	TRGC2
TRGJP	TRGC1
TRH	RP11-93K22.6
TRIM2	MND1
TRIM31-AS1	TRIM31
TRIM3	HPX
TRIM44	RP11-698N11.2
TRIM5	HBG2
TRIM66	RP11-152H18.4
TRIP11	ATXN3
TRMT2B	ARL13A
TRMT44	RP11-689P11.2
TRPC4AP	MYH7B
TSPAN15	DMD
TSPAN15	GLIPR1L2
TSPAN1	POMGNT1
TSPAN6	SYTL4
TSPEAR	AP001065.15
TSSC4	CD81
TSTA3	RP11-661A12.12
TSTD3	CCNC
TSTD3	RP1-199J3.5
TTC18	ANXA7
TTC23L	RAD1
TTC23	SYNM
TTC31	LBX2
TTC33	PRKAA1
TTC39B	ACRV1
TTLL12	TTLL12
TTLL13	GDPGP1
TUBB2B	PSMG4
TUBD1	RP11-773D16.1
TUBGCP5	CYFIP1
TUB	RIC3
TULP4	RP11-732M18.3
TUSC3	PPM1AP1
TWIST1	AC003986.7
TWIST1	GS1-465N13.1
TWSG1	FUT8
TXLNB	RP11-12A2.1
TXN2	FOXRED2
TXNL4B	DHODH
TYRL	NOX4
TYR	NOX4
TYSND1	AIFM2
TYW1B	PMS2P3
TYW1	PMS2P3
U1	RP11-495P10.2
U1	TNRC6C
U2	HIST1H2BJ
U2	RASEF
U6	AC005077.12
U6	AC079767.4
U6	AC105760.2
U6	AP002954.4
U6	HRH2
U6	KLRB1
U6	LINC00478
U6	MALAT1
U6	MSRA
U6	NOTCH2
U6	NOTCH2NL
U6	RP11-11N9.4
U6	RP11-261C10.3
U6	RP11-291L22.3
U6	RP11-384K6.6
U6	SH3D19
U6	SLC27A5
U6	SNORA70
U6	TLK2
U6	TPST1
U73167.7	U73166.2
U7	AC074363.1
U7	ITGAM
U91319.1	SHISA9
UBAP1	ITGB5
UBAP1L	PDCD7
UBC	SCARB1
UBE2D2	CXXC5
