GCC2	AC012487.2
GDNF-AS1	GDNF
GFAP	FAM187A
GGCT	AC005154.6
GGCT	AC005154.9
GIMAP2	GIMAP1
GJC1	CTC-296K1.4
GJC3	AZGP1
GLB1L3	ACAD8
GLIPR2	CCIN
GLYATL2	GLYATL1
GLYCTK	DNAH1
GMDS	FOXC1
GNAQ	GNA14
GNG5	CTBS
GNG5P2	CTBS
GOLGA7B	CRTAC1
GOSR1	FRG1
GPATCH4	APOA1BP
GPN3	ARPC3
GPR132	CDCA4
GPR137B	ERO1LB
GPR19	CDKN1B
GPRASP2	BHLHB9
GRAMD1B	AP000783.2
GRAMD4	CERK
GREB1	E2F6
GRIP2	AC090952.4
GS1-124K5.12	GS1-124K5.11
GTF2I	GATSL2
GTF2IRD2B	GTF2I
GUSBP11	GUSB
GUSBP2	CTD-2010I22.2
GUSBP4	AC113407.1
GUSBP4	GUSBP3
GUSBP4	GUSBP4
GUSBP9	GUSBP2
GXYLT1	AC023513.1
GZMAP1	GZMA
HACL1	COLQ
HCG23	C6orf10
HCP5	HCG9
HDAC5	G6PC3
HEATR7B2	C7
HECTD4	7SK
HELQ	FAM175A
HERC2P2	HERC2
HERC2P4	HERC2P2
HERC2P8	HERC2P3
HERC2P9	HERC2
HERC2P9	HERC2P2
HERC2P9	HERC2P3
HERC6	HERC5
HERPUD2	AC007551.3
HFM1	AC093388.3
HIATL1	FAM22F
HIBCH	C2orf88
HLA-B	HLA-A
HLA-C	HLA-A
HLA-C	HLA-B
HLA-DQB1	HLA-DQA1
HLA-DQB1	HLA-DQA2
HLA-DQB2	HLA-DQB1
HLA-DRB5	HLA-DRB1
HLA-DRB6	HLA-DRB1
HLA-DRB6	HLA-DRB5
HLA-F	HCG9P5
HLA-J	HLA-A
HLA-L	HLA-C
HLA-L	HLA-J
HLA-P	HLA-A
HMGB1P16	CXorf30
HMGB1P27	AC092614.2
HORMAD1	CTSS
HOXC10	HOXC-AS3
HOXC5	HOXC4
HOXC9	HOXC4
HOXD11	HOXD10
HP1BP3	EIF4G3
HRASLS	ATP13A5
hsa-mir-3179-3	NOMO2
hsa-mir-3179-3	NOMO3
hsa-mir-4763	RP11-773D16.1
IBTK	GALNTL2
IFITM3	IFITM2
IGFBP3	AC073115.6
IGHA1	AL901608.1
IGHA1	AL928768.3
IGHJ3	IGHA1
IGHJ3	IGHD
IGHM	AL122127.3
IGHM	IGHD
IGHM	IGHJ3
IGKV1-12	IGKJ5
IGKV1-16	IGKJ5
IGKV1-27	IGKJ5
IGKV1-33	IGKJ5
IGKV1-39	IGKJ5
IGKV1-5	IGKJ5
IGKV1-6	IGKJ5
IGKV1D-16	IGKJ5
IGKV1D-33	IGKJ5
IGKV1D-39	IGKJ5
IGKV1D-8	IGKJ5
IGKV2-24	IGKJ5
IGKV2-28	IGKJ5
IGKV2-30	IGKJ5
IGKV2D-28	IGKJ5
IGKV3-11	IGKJ5
IGKV3-15	IGKJ5
IGKV3-20	IGKJ5
IGKV3D-15	IGKJ5
IGKV4-1	IGKJ5
IGKV6-21	IGKJ5
IGLV1-40	IGLL5
IGLV1-51	IGLL5
IGLV2-11	IGLL5
IGLV2-14	IGLL5
IGLV2-23	IGLC3
IGLV2-23	IGLL5
IGLV2-5	IGLL5
IGLV2-8	IGLL5
IGLV3-19	IGLL5
IGLV3-1	IGLL5
IGLV3-21	IGLL5
IGLV3-25	IGLL5
IGSF5	AF064860.7
IL15	ARL17B
IL17RA	CECR7
IL17RB	ACTR8
IL1A	CKAP2L
IL24	FAIM3
IL2RG	CXorf65
INHBE	GLI1
INTS4L2	INTS4L1
INTS8	CCNE2
IRF1	C5orf56
IRX5	CTD-3032H12.2
ISX	CTA-714B7.5
ITCH	DYNLRB1
ITPA	DDRGK1
JAK3	INSL3
JOSD2	EMC10
KALP	KAL1
KALRN	AC117401.1
KANSL1	ARL17A
KANSL1	ARL17B
KAT8	BCKDK
KAZN	C1orf196
KB-1208A12.3	AC004528.5
KB-1471A8.1	DSCC1
KB-1507C5.2	ATP6V1C1
KB-1991G8.1	KB-173C10.2
KCNJ3	AC061961.2
KCNK6	CATSPERG
KCTD10	DNAJC21
KCTD5	AC141586.5
KCTD5	ERVK13-1
KDELR1	GRIN2D
KDM6B	DNAH2
KIAA0087	AC004540.5
KIAA0182	CTD-2542L18.1
KIAA1107	BTBD8
KIAA1161	C9orf24
KIAA1211	CEP135
KIAA1324L	GRM3
KIAA1328	ABCC9
KIAA1328	ASB3
KIAA1328	BLOC1S6
KIF1C	EDEM2
KIF27	GKAP1
KISS1	GOLT1A
KLHL29	ATAD2B
KLHL9	IFNA20P
KLK8	KLK7
KREMEN1	C22orf31
KRT23	AC004231.2
KRT9	KRT14
KYNU	AC013444.1
KYNU	C12orf50
LA16c-444G7.1	BANP
LCLAT1	ASB3
LCLAT1	CAPN13
LCN2	AL590708.2
LEMD1	LEMD1
LGALS9	KSR1
LGI2	CCDC149
LINC00092	ERCC6L2
LINC00152	ANAPC1
LINC00315	LINC00205
LINC00342	ANKRD36C
LINC00388	CXADRP1
LINC00461	CTC-498M16.2
LINC00478	AP000473.5
LINC00493	DTD1
LINC00505	DMBX1
LINC00536	FAM122C
LINC00536	GOSR1
LINC00539	LINC00422
LINC00589	AC145110.1
LINC00612	KLRG1
LINC00621	AL162853.1
LINC00623	FAM91A2
LINC00630	BHLHB9
LINC00640	LINC00519
LINC00652	ENTHD1
LINC00665	AC012309.5
LINC00665	HKR1
LIPK	KRT8P38
LL09NC01-254D11.1	FAM163B
LL0XNC01-237H1.2	LINC00630
LL22NC03-80A10.6	AC129778.3
LL22NC03-80A10.6	BMS1
LL22NC03-80A10.6	LL22NC03-2H8.4
LMBRD1	COL19A1
LOC440461	AMZ2
LRIF1	CD53
LRP2BP	ANKRD37
LRRC16A	CMAHP
LRRC37A16P	LINC00674
LRRC37A2	DND1P1
LRRC37A2	IL15
LRRC37A2	LINC00674
LRRC37A3	DND1P1
LRRC37A3	KANSL1
LRRC37A3	LINC00674
LRRC37A3	LRRC37A
LRRC37A3	LRRC37A2
LRRC37A4P	LRRC37A3
LRRC37A	DND1P1
LRRC37A	KANSL1
LRRC37A	LINC00674
LRRC39	DBT
LRRC69	AC011997.1
LRRD1	KRIT1
LRRN4	FERMT1
LSP1	AC027612.6
LSP1	AC116050.1
LTBP2	CTD-2207P18.2
LUZP2	AC109586.1
LVRN	AP3S1
LY6E	C8orf31
LY6G5C	ABHD16A
LY6G6E	LY6G5C
LYPD5	KCNN4
LYPD8	LYPD8
MAFIPL	BX571672.5
MAG	CD22
MAGEB17	GRPR
MAGED1	IBTK
MAN2B1	CTD-2192J16.15
MAP3K3	LIMD2
MAP4	AC005682.5
MAP4	AC005682.6
MAP4K5	CDKL1
MAPK9	CTB-129O4.1
MAPKAPK5	ADAM1A
MARCH2	HNRNPM
MARCH6	CTD-2256P15.2
MATN2	KB-1589B1.1
MAVS	AP5S1
MBD1	CCDC11
MBNL1	CTC-498J12.1
MCFD2	AC016722.4
MDN1	CASP8AP2
MDN1	GAS5
MED28	FAM184B
MED31	KIAA0753
MED8	ELOVL1
MEG8	AL132709.5
MEGF10	AC011416.1
MEPE	IBSP
Metazoa_SRP	AC009313.1
Metazoa_SRP	CERS6
Metazoa_SRP	CSF2RA
Metazoa_SRP	Metazoa_SRP
METTL11B	KIFAP3
METTL20	DENND5B-AS1
METTL22	ABAT
MFGE8	HAPLN3
MFSD4	ELK4
MFSD7	ATP5I
MICALCL	MICAL2
MICB	HCP5
MIPEPP3	LINC00422
MIR1179	AEN
MIR1303	LARP1
MIR29B2	C1orf132
MIR4454	KCNIP1
MIR4708	FUT8
MIR4787	MAPKAPK3
MIR5093	CTC-786C10.1
MIR5580	BMP4
MIR659	ANKRD54
MIR663A	MIR3648
MIR99B	LINC00085
MIRLET7DHG	MIRLET7A1
MIS18A-AS1	MIS18A
MLL3	GALNT11
MLNR	FNDC3A
MMP21	C10orf137
MMP24	KIF1C
MNF1	ITPR3
MOB4	HSPE1
MPST	GPR173
MRAP2	KIAA1009
MRPL34	ABHD8
MRPL39	JAM2
MRPL45P2	EFCAB13
MRPL47	ACTL6A
MRPS10	GUCA1B
MRPS7	MIF4GD
MSH2	KCNK12
MTMR2	LRCH1
MTO1	C5orf34
MTO1	CTD-2165H16.1
MTO1	EEF1A1P5
MTO1	EEF1A1P9
MTPN	AC009784.3
MTPN	LUZP6
MUC13	ITGB5
MUSK	LPAR1
MYEF2	CTXN2
MYH16	ARPC1A
MYL5	MFSD7
MYO16	HCFC2P1
MYO9B	HAUS8
MYRIP	ENTPD3-AS1
NAA35	GOLM1
NADSYN1	DHCR7
NAIP	AF121898.3
NAIP	F2R
NAIP	GTF2H2
NAIP	GTF2H2B
NAIP	GTF2H2C
NAIP	GUSBP2
NAPEPLD	DPY19L2P2
NARS	FECH
NAT8	ALMS1
NAT8	ALMS1P
NBEAP3	AP000525.8
NBPF12	HYDIN
NBPF1	CROCCP2
NBPF3	NBPF1
NBPF8	NBPF15
NBR1	BRCA1
NCKAP5	7SK
NCL	CDK17
NDUFA7	CD320
NDUFB11P1	FAT3
NDUFB5	AC090425.1
NDUFS6	MRPL36
NEBL	MIR4675
NECAB3	E2F1
NECAP2	CROCCP3
NEDD4	AC007743.1
NEK11	ATP9B
NEK2	FDPSP8
NELL2	DBX2
NEMF	KLHDC2
NFE2L2	HNRNPA3
NFE2L3	HNRNPA2B1
NFKBID	HCST
NFYA	ADCY10P1
NHP2L1	CSDC2
NLGN4Y	DISP1
NME2P1	MBTD1
NMNAT2	LAMC2
NOMO1	MIR3179-1
NOMO2	MIR3179-1
NOMO3	MIR3179-1
NOP2	CHD4
NPIPP1	NPIP
NQO1	NFAT5
NR4A2	AC093375.1
NRIP1	AF127936.7
NSF	LRRC37A
NSF	LRRC37A2
NSF	LRRC37A3
NSFP1	LRRC37A3
NSUN4	FAAH
NT5C1B-RDH14	NT5C1B
NT5C	HN1
NTSR1	LINC00659
NUDCD2	CCNG1
NUMBL	ADCK4
NUSAP1	KIF1C
NXN	GLOD4
NYAP2	AC016717.1
OCLN	NAIP
ODZ2	CTC-264O10.2
ODZ4	AP000478.1
OPHN1	ADAMTS12
OPHN1	KIF16B
OR13C9	OR13C5
OR2B6	HIST1H2BO
OR4F7P	AC138031.1
ORMDL3	GSDMB
OSGEPL1-AS1	ANKAR
OSGEPL1-AS1	ORMDL1
OTOP1	LSP1
OTUD6B	LRRC69
OVOL2	AC004528.3
P2RX1	CAMKK1
P4HA1	ECD
P4HA2	AC063976.1
PACRGL	AP3B1
PACRGL	KCNIP4
PAK1	AC159540.1
PAK1IP1	C6orf52
PALM3	EEF1DP1
PANX1	HEPHL1
PAPPA	ASTN2
PARL	MAP6D1
PARP15	MKRN3
PCDH12	KIAA0141
PCDHB15	PCDHB14
PCP4	IGSF5
PDC	C1orf27
PDCD1LG2	CD274
PDCD1LG2	KIAA1432
PDE12	FAM116A
PDE1C	AC018641.7
PDE3B	CYP2R1
PDE4DIP	AL592284.2
PDE4DIP	BX284650.1
PDE4DIP	LINC00623
PDE4DIP	PARP8
PDLIM7	DBN1
PDPN	AL359771.1
PDPR	AC009120.6
PDXDC1	MIR3179-2
PDXDC2P	NPIPL2
PDXDC2P	NPIPP1
PEA15	DCAF8
PEX6	MEA1
PGAM4P1	GNL3L
PGD	KIF1B
PGM5P2	FRG1
PGM5P2	FRG1B
PHAX	GS1-124K5.2
PHBP7	KIF27
PHKG1	CHCHD2
PHPT1	EDF1
PI4KAP1	HIC2
PID1	AC004448.5
PID1	AC097532.2
PID1	CARTPT
PID1	MIR3144
PIGL	MOCS3
PIGX	PAK2
PIGZ	NCBP2
PINLYP	IRGQ
PINLYP	L34079.1
PITRM1	PFKP
PKD1	AC138969.4
PKD1	NPIP
PKNOX1	NDUFV3
PKP4	AL161626.1
PLA2G12A	CASP6
PLA2G12A	CFI
PLA2G15	NFATC3
PLAUR	CADM4
PLD4	AHNAK2
PLEKHG7	C12orf74
PLEKHM2	AL121992.1
PLGLA	ANAPC1
PLGLB1	ANAPC1
PLGLB2	ANAPC1
PLLP	ARL2BP
PLXDC2	C10orf112
PLXNC1	CCDC41
PMS2P3	DTX2P1-UPK3BP1-PMS2P11
PMS2P3	PMS2P1
PMS2P3	PMS2P2
PMVK	PBXIP1
POLA2	CDC42EP2
POLE4	AC104135.3
POLG2	DDX5
POTEF	CCDC74A
POU4F1-AS1	LINC00446
PPAN-P2RY11	ANGPTL6
PPARGC1A	AC092846.2
PPEF2	HFM1
PPFIBP1	DISP1
PPFIBP2	CYB5R2
PPIL3	CLK1
PPP1CC	HVCN1
PPP1R21	AC073082.1
PPP1R3F	NUBPL
PPP2R2D	BNIP3
PPP2R5C	MSRA
PPP3R1	CNRIP1
PPP5D1	PNMAL2
PQLC3	C2orf50
PRDM2	C1orf196
PRDX1	AKR1A1
PRELID2	CTB-73N10.1
PRF1	PALD1
PRKAG1	MLL2
PRKCQ	AL137145.2
PRKD3	C2orf56
PRKDC	KIAA0146
PRMT5	HAUS4
PRORSD1P	CCDC88A
PROX1-AS1	PROX1
PRR16	CTD-2334D19.1
PRR5L	LDLRAD3
PRRT3	CRELD1
PRSS23	FZD4
PSAP	CDH23
PSEN2	ADCK3
PSMA4	CHRNA5
PSMB10	LCAT
PSMB7	NEK6
PSORS1C3	POU5F1
PSPHP1	MLL3
PSPN	GTF2F1
PTBP3	HSDL2
PTCHD4	HNRNPA3P4
PTGFRN	CD101
PTGIR	CALM3
PTPN20A	BMS1P2
PXDNL	PCMTD1
PYHIN1	IFI16
QRICH1	IMPDH2
RAB11FIP1P1	FTX
RAB13	JTB
RAB23	PRIM2
RAB27A	CCPG1
RAB28	HSP90AB2P
RAB33B	NAA15
RAB38	CTSC
RAB4B	MIA
RAB9A	OFD1
RABGAP1L	AC004158.2
RABGGTA	DHRS1
RAD50	C5orf56
RAD9A	CLCF1
RAG1	RAG1
RALGDS	EFCAB11
RALGDS	HMHA1
RANBP3	AC104532.4
RANGRF	PFAS
RAPGEF6	CDC42SE2
RAPGEFL1	CASC3
RASA1	CCNH
RASEF	PGM5P2
RASGRP3	AC020594.5
RBAK	PMS2CL
RBM23	GS1-124K5.2
RBMS3-AS3	RBMS3
RBP5	C1RL-AS1
RCCD1	PRC1
RCN1	EIF4A2
REEP3	JMJD1C
REM2	LRP10
RFPL1	AC000035.3
RFPL1	NEFH
RFTN1	OXNAD1
RGPD6	RANBP2
RGS8	AL513344.1
RHOH	N4BP2
RHOU	DUSP5P
RIPPLY2	CYB5R4
RMND5A	AC125232.1
RMND5A	ANAPC1
RN7SL1	CCDC64
RNA18S5	CTC-281M20.1
RNA28S5	HFM1
RNA5-8SP4	PID1
RNA5SP164	GRID2
RNA5SP388	NRXN3
RNA5SP401	CTD-2147F2.1
RNA5SP80	GNPAT
RNF112	MAPK7
RNF123	CROCCP2
RNF135	ADAP2
RNF144A	AC019048.1
RNF14	GNPDA1
RNF157	FOXJ1
RNF17	CENPJ
RNF187	BTNL10
RNF19A	KB-1991G8.1
RNF4	FAM193A
RNMTL1	GLOD4
RNU5F-7P	GRPR
RNU6-15	KIAA1731
RNU6-15	MALAT1
RNU6-15	NEBL
RNU6-15	RNU4-2
RNU6-2	GLRX5
RNU6-2	MALAT1
RNY3P8	LINC00361
ROPN1B	ALG1L
RP1-102H19.6	C6orf163
RP1-102H19.6	C6orf164
RP1-104O17.2	RP1-104O17.1
RP11-1023L17.1	C1QTNF3
RP11-1023L17.1	GTF2H2
RP11-1023L17.1	GTF2H2C
RP11-1023L17.1	GUSBP3
RP11-1023L17.1	NAIP
RP11-1049H7.2	MYOM2
RP11-106M7.1	ABLIM1
RP11-108K14.4	FRYL
RP11-108K14.4	MTG1
RP11-109J4.1	ATP10B
RP11-10L12.4	CISD2
RP11-1102P16.1	EYA1
RP11-1114A5.5	RANP4
RP11-111F5.2	AL772307.1
RP11-111F5.4	RP11-104G3.2
RP11-111F5.5	RP11-104G3.2
RP11-111H3.1	KIAA1456
RP11-111H3.1	LPP
RP11-112J3.16	NPR2
RP11-112N19.2	GCNT3
RP11-113C12.5	AC004967.7
RP11-1148L6.5	RBM3
RP11-1149O23.3	CHMP7
RP11-114F10.2	NUAK1
RP11-114H23.1	KRR1
RP11-114H24.2	GOLGA6L10
RP11-114H24.2	GOLGA6L9
RP11-116N8.1	RP11-116N8.1
RP11-118B18.2	ABCA8
RP11-119J18.1	CTC-321K16.1
RP11-120D5.1	MID1
RP11-123O10.4	GRIP1
RP11-124L5.7	DNAH3
RP11-124L5.7	KDM5A
RP11-126H7.3	DLG5
RP11-1280N14.3-001	OCLN
RP11-1281K21.1	BX004987.4
RP11-1319K7.1	GUSBP2
RP11-1319K7.1	RP11-1023L17.1
RP11-131N11.4	CDK1
RP11-133F8.2	CTC-529L17.1
RP11-1348G14.5	ATXN2L
RP11-134E15.2	AKAP6
RP11-135J2.3	LYPLAL1
RP11-1396O13.19	AC004967.7
RP11-1415C14.3	RP11-136K7.2
RP11-1415C14.4	NAIP
RP11-141O11.2	CTC-498J12.1
RP11-145G20.1	RNU6-34
RP11-146E13.4	AP000525.8
RP11-147O5.1	MBTPS2
RP11-148B6.2	ANK2
RP11-14K3.2	C8orf59
RP11-14K3.2	E2F5
RP11-14N7.2	AC116050.1
RP11-14N7.2	OTOP1
RP11-152F13.2	AC048382.4
RP11-152F13.8	GOLGA6A
RP11-152F13.8	RP11-114H24.2
RP11-156E6.1	KLHL11
RP11-156P1.1	DND1P1
RP11-156P1.1	IL15
RP11-156P1.1	LRRC37A
RP11-156P1.1	LRRC37A3
RP11-158L12.2	BRI3BP
RP11-159F24.2	CCL28
RP11-164O23.5	C4BPA
RP11-165J3.6	FAM120AOS
RP11-165P7.1	C12orf70
RP11-166O4.1	PMS2P3
RP11-166O4.5	CTC-454M9.1
RP11-168E14.1	BMPR1B
RP11-168G16.1	ADAMTS17
RP11-174G6.1	HIST4H4
RP11-174J11.1	RP11-170M17.1
RP11-182I21.1	ANAPC16
RP11-182J1.12	RP11-114H24.2
RP11-182J1.16	CSPG4P5
RP11-182J1.16	RP11-152F13.4
RP11-186B7.4	RNU6-15
RP11-186B7.4	RNU6-2
RP11-187C18.3	AL772307.1
RP11-187C18.3	RP11-111F5.2
RP11-191L9.4	CTA-280A3__B.2
RP11-195B21.3	ANKRD18CP
RP11-195B21.3	ANKRD20A3
RP11-195C7.3	RP11-195C7.1
RP11-195F19.9	CCL21
RP11-196G11.2	RP11-196G11.2
RP11-197K6.1	CCDC50
RP11-199B17.1	MBNL2
RP11-1E3.1	RP11-155G15.2
RP11-202H2.1	MGAT4C
RP11-203P2.1	LINC00446
RP11-203P2.1	POU4F1-AS1
RP11-203P2.1	RNY3P3
RP11-206L10.2	FBXO25
RP11-209K10.2	ONECUT1
RP11-20E24.1	OSBPL8
RP11-20F24.2	ATP8A2P1
RP11-211G23.2	MYEOV
RP11-213G2.3	GKAP1
RP11-213G2.3	KIF27
RP11-216M21.1	RP11-154P18.1
RP11-216M21.1	RP11-187C18.4
RP11-218C23.1	ARHGAP24
RP11-222A11.1	AC022538.1
RP11-229C3.2	GCNT4
RP1-122P22.2	RIN2
RP11-22P4.1	METTL15
RP11-230B22.1	ATG4C
RP11-231E4.4	CNDP1
RP11-232D9.1	FAM217A
RP11-232D9.1	PRPF4B
RP11-236F9.4	LL22NC03-80A10.6
RP11-239A17.1	LMO3
RP11-241F15.7	AL583842.3
RP11-241F15.7	BX004987.4
RP11-24B21.1	RNF17
RP11-24F11.2	CCR5
RP11-24F11.5	LTF
RP11-250B2.3	BCKDHB
RP11-252A24.5	CLEC18C
RP11-254F7.2	KLF11
RP11-255H23.2	AC074117.10
RP11-255H23.2	C5orf45
RP11-255H23.2	FAM122C
RP11-258C19.4	KDM5C
RP11-259G18.2	KANSL1
RP11-259G18.3	LRRC37A3
RP11-259O2.3	RP11-259O2.1
RP11-259P6.1	IGSF9B
RP11-25J23.3	NDFIP2
RP11-260A9.6	RP11-260A9.4
RP11-261C10.3	DDX11L9
RP11-261C10.3	FAM157C
RP11-261C10.3	FBXO25
RP11-262H14.1	AL512625.1
RP11-262H14.3	RP11-104G3.2
RP11-262H14.4	RP11-104G3.2
RP11-262H14.4	RP11-111F5.4
RP11-263K19.4	MTX1
RP11-266A24.1	RP11-17A1.3
RP11-268G12.3	RP11-268G12.1
